,reviews,sentiment
5331,Awesome very good quality 👍,2
5332,sports shoes,2
5333,Very nice & light weight.  But জুতোর সোল নরম নয়,2
5334,"This shoes stitch problem after 15 days, how return my money",0
5335,One of the nice shoe,2
5336,It is better than you think,2
5337,Best in this price segment!,2
5338,Good but average he,0
5339,"I like this product,,👌👌👍👍",2
5340,Comfortable,2
5341,Nice shoes comfortable light weight,2
5342,NOT Up to the mark,0
5343,Good quality in this price,2
5344,Yes super value for money,2
5345,Very bad.,0
5346,Very nice,2
5347,Good stuff But getting dirty very quickly.,1
5348,Bang for your bucks!,2
5349,Onther size giving the shoes,1
5350,Good,2
5351,Nice,2
5352,Good,2
5353,Bad quality,0
5354,Bad product delivered by Amazon company,0
5355,So comfort and lightweight.,2
5356,Bad,0
5357,It's a very nice products as cost.,2
5358,Buy buy buy best product in less mony,2
5359,Nic shoe.i like it,2
5360,Showl is very poor,0
5361,Nice shoes,2
5362,Nice product,2
5363,It's really nice product.,2
5364,Very good product,2
5365,Fully comfortable,2
5366,Go for it,2
5367,Not solid,1
5368,Nice look and comfortable,2
5369,Quality not so great,0
5370,,0
5371,"Its very comfortable to wear,light weight",2
5372,Quality could be better.,1
5373,Good but not as expected,2
5374,Supar,2
5375,Shoes is fit and light wat better feel,2
5376,Superb sports shoes😊😊,2
5377,Allover product is good,0
5378,Fully satisfied,2
5379,Yes I like this,1
5380,Poor products quality issues,0
5381,Light weight with comfortable,2
5382,very very poor quality,0
5383,I used daily my shoes it's cool,2
5384,Superb,2
5385,looking is good but not comfortable,2
5386,Awesome  shoes,2
5387,Good one... 😍,2
5388,Good,2
5389,Good product,2
5390,Don't buy this product,0
5391,Good,2
5392,I love that product,2
5393,Perfect shoes .....,2
5394,Nyc product,2
5395,Very comfortable,2
5396,Good product..🤩🤩,2
5397,Not good materials,0
5398,I love  ❤️❤️❤️❤️❤️,2
5399,Greet,2
5400,Love it,2
5401,A very very good product 👌,2
5402,Outstanding! Go for it 👌,2
5403,Good,1
5404,One shoes demag,0
5405,Best shoes,2
5406,Product are wrong,0
5407,Vary bad products,0
5408,Very nice product,2
5409,अच्छा प्रोडक्ट है,2
5410,Comfort and looks amazing ♥️♥️🖤🖤,2
5411,Nice quality ☺️,2
5412,,2
5413,,0
5414,Loved the product but not worthy..,1
5415,Very good quality,2
5416,,2
5417,Very nice shoes and comfort.,2
5418,Not as good as shown in picture,0
5419,Pesting now good,1
5420,Worst experience,0
5421,Good and comfort,2
5422,Cancel return request,2
5423,Very comfortable,2
5424,This I not fit my foot ..,0
5425,product is nice,1
5426,running smoth,2
5427,Product is good.,1
5428,Poor quality,0
5429,V nice shoes,2
5430,Nice,2
5431,Good,2
5432,Good,2
5433,Poor,0
5434,Good product,2
5435,Real competitor of top brands.,2
5436,Good quality and perfect size,2
5437,Comfortable,2
5438,Light weight comfortable easy wear,2
5439,Nyc product,2
5440,Very nice product 👌👌,2
5441,This product is used and damaged,1
5442,Good product,2
5443,Good shoes,2
5444,Osm mind-blowing and very good,2
5445,Very good,2
5446,It's a busy. Super. This is best product,2
5447,Very good,2
5448,"Smooth to use, u can wear without socks, wear to comfortable. Qualitative product, and it can be used in rainy season.",2
5449,This shose size not be perfect. Plese refund my mony instently otherwise i complaint in police station. Becouse this shose return in 23 september but refund is not be done in 10 days.,0
5450,Nice,2
5451,Just go for it looks great fits great sturdy and nicely packed. Happy with purchase.,2
5452,"Product is looks good, but only issue with this is size even it is size10.A little short for me, feeling uncomfortable.",2
5453,Awesome shoes.Perfect fit.Light weightReasonable price.Attractive 🤩 look.Just go for it without any hesitation.,2
5454,"I m so happy with these shoes that I ordered 2 more pairs for my father & brother. Total 3 pairs (Including mine). All in Sept-2021 and all Blue colour as seen in the pics I shared.Very beautiful, comfortable. I bought 2 pairs for Rs 700 each and 3rd pair for Rs 750.Please buy one number extra in size. (My size is UK 7 however I had to return the 7 size and got it replaced with 8 which was fit. I saw many reviews who faced this size problem.",2
5455,This product is really very good and amazing.. same as shown in the pic and are comfortable.. I them bought them for my husband and he likes them a lot .. they are good looking comfortable and budget friendly.. so go for them without a second thought.. 😍😍,2
5456,"Quality is not that great. Expected little more from the brand. A note of caution to people who wish to buy. The design is little different. So be careful while you order this product. If your size is 7, I would suggest you to order 8. This is because, the tongue of shoe is attached to collar of shoe. This design of shoe makes it difficult for you to insert your feet into the shoe.",0
5457,Dear team. this size is small .my foot. not in atteched shoose so whant a 7 size if you possible change the item.pls send new 7 size same iteam.same colorsThanks,2
5458,It's really good and comfortable for running.,2
5459,This shose size not be perfect. Plese refund my mony instently otherwise i complaint in police station. Becouse this shose return in 23 september but refund is not be done in 10 days.,0
5460,Nice,2
5461,Just go for it looks great fits great sturdy and nicely packed. Happy with purchase.,2
5462,"Product is looks good, but only issue with this is size even it is size10.A little short for me, feeling uncomfortable.",2
5463,Awesome shoes.Perfect fit.Light weightReasonable price.Attractive 🤩 look.Just go for it without any hesitation.,2
5464,"I m so happy with these shoes that I ordered 2 more pairs for my father & brother. Total 3 pairs (Including mine). All in Sept-2021 and all Blue colour as seen in the pics I shared.Very beautiful, comfortable. I bought 2 pairs for Rs 700 each and 3rd pair for Rs 750.Please buy one number extra in size. (My size is UK 7 however I had to return the 7 size and got it replaced with 8 which was fit. I saw many reviews who faced this size problem.",2
5465,This product is really very good and amazing.. same as shown in the pic and are comfortable.. I them bought them for my husband and he likes them a lot .. they are good looking comfortable and budget friendly.. so go for them without a second thought.. 😍😍,2
5466,"Quality is not that great. Expected little more from the brand. A note of caution to people who wish to buy. The design is little different. So be careful while you order this product. If your size is 7, I would suggest you to order 8. This is because, the tongue of shoe is attached to collar of shoe. This design of shoe makes it difficult for you to insert your feet into the shoe.",0
5467,Dear team. this size is small .my foot. not in atteched shoose so whant a 7 size if you possible change the item.pls send new 7 size same iteam.same colorsThanks,2
5468,It's really good and comfortable for running.,2
5469,Lookinh good nd comfortable.Fit as expected.Love  it.,2
5470,"The shoes were perfect, but tha packaging was really really bad it didn't even came in Amazon packaging it was just the box of the shoes which was damaged, and was wrapped in tape with the bill on it, other than packaging shoes were good.But because of the packaging i have to return it",2
5471,𝐓𝐡𝐢𝐬 𝐬𝐡𝐨𝐞'𝐬 𝐚𝐫𝐞 𝐯𝐞𝐫𝐲 𝐠𝐨𝐨𝐝 𝐥𝐨𝐨𝐤𝐢𝐧𝐠 𝐚𝐧𝐝 𝐚𝐫𝐞 𝐦𝐮𝐜𝐡 𝐜𝐨𝐦𝐟𝐨𝐫𝐭𝐚𝐛𝐥𝐞 𝐚𝐧𝐝 𝐡𝐚𝐩𝐩𝐲 𝐰𝐢𝐭𝐡 𝐩𝐮𝐫𝐜𝐡𝐚𝐬𝐞 𝐢 𝐛𝐫𝐨𝐮𝐠𝐡𝐭 𝐭𝐡𝐢𝐬 @1043/-𝐭𝐡𝐚𝐧𝐤𝐬 𝐚𝐦𝐚𝐳𝐨𝐧.,2
